strategy_id	strategy_name	strategy_description	strategy_answerset_id
3511	"Ergens geenen lets aan kunnen leggen"	"iets volgemaakt vinden, er niets op te zeggen hebben, bekennen dat men er niets aan te verbeteren heeft"	Brugs
3512	"Twee duiven met ééne boone vangen"	"twee vliegen met één slag slaan"	Brugs
3513	"Er eenen door leggen"	"een vloekwoord of blasphemie braken"	Brugs
3514	"(Zijnen) bij uit de ronde trekken/pot nemen"	"zich onttrekken aan een zaak die slecht of gevaarlijk wordt"	Brugs
3515	"(Zijn) broek aan (iets) scheuren"	"onkosten hebben aan iets, er met schade van afkomen"	Brugs
3516	"(Zijn) broek aan (iets) vagen"	"er zich geenszins aan gelegen laten"	Brugs
3517	"(Zijnen) end schraven aan (iets)"	"er zijn dood aan halen"	Brugs
3518	"Aan (iets) (zijn) ende vagen"	"er de brui van hebben"	Brugs
3519	"(Ergens) (zijne) getten laten"	"er het leven laten"	Brugs
3520	"(Ergens) (zijnen) haak in slaan"	"er zijn kloet in slaan, er in een gesprek tussenkomen"	Brugs
3521	"(Zijne) dood aan iets halen"	"sterven ten gevolge van een overdreven werking of gevoel"	Brugs
3522	"(Zijn) geld op dobbel kanon stellen"	"zijn geld op lijfrente zetten, zijn geld aan iemand geven onder voorwaarde dat hij een dubbele of zeer grote rente betaalt zolang hij leeft en dat hij het kapitaal mag houden als hij doodt is"	Brugs
3523	"(Ergens) (zijn) werk af/van doen/maken"	"zich er ernstig mee bezighouden, er grote zorg en moeite aan besteden"	Brugs
3524	"Zijne leên aan iets leggen"	"zich op iets toeleggen, met ijver aan iets werken"	Brugs
3525	"Met iets zijnen pap koelen"	"zich paaien, zich bezig houden"	Brugs
3526	"Zijne schabbe aan iets scheuren"	"er zijn slippen aan scheuren, een verlies aan iets lijden"	Brugs
3527	"Zijne muts naar de mane schijveren"	"iets willen doen dat onmogelijk is"	Brugs
3528	"Zijne muts over den torre willen schijveren"	"iets willen doen dat onmogelijk is"	Brugs
3529	"Zijnen zegen over iets geven"	"er zijn oordeel over vellen, er uitspraak over doen"	Brugs
3530	"Zijn zicht hebben in iets"	"er zijn deun, zijn beschot, voldoening in hebben"	Brugs
3531	"Zijne zinnen op iets zetten"	"er zich op toeleggen"	Brugs
3532	"Zijne zinnen in iets steken"	"er zijn verstand bij verliezen, uitzinnig worden"	Brugs
3533	"Zijne sleppen scheuren aan iets"	"verlies aan iets lijden in plaats van winst"	Brugs
3534	"(Zijnen) buik uit de note eten"	"uit het lid eten, overdadig eten"	Brugs
3535	"(Zijnen) haar snijden met een houten kabout"	"het neerhangend haar rondom af bloktoppen"	Brugs
3536	"Ergens zijne neuze in/over steken"	"nieuwsgierig iets bekijken"	Brugs
3537	"Zijnen buik uit de note springen/lachen/eten"	"zo geweldig springen, lachen, eten, dat men er ongemak in de buik van heeft, dat men er min of meer onpasselijk van is"	Brugs
3538	"Zijne hand voor iets niet omkeeren"	"zich volstrekt overschillig houden ten opzichte van een zaak"	Brugs
3539	"Zijnen poot op iemand leggen"	"hem ruw vastgrijpen, hem mishandelen"	Brugs
3540	"Zijne voeten door iets schippen"	"stoutmoedig te werk gaan ondanks de tegenredenen die men inbrengt en de hinderpalen die men stelt"	Brugs
3541	"Zijne tong door zijn gat trekken"	"zijn woord eten, zijn gegeven woord breken"	Brugs
3542	"Er zijnen voet door schuppen"	"kort spel maken met iets, iemands werking die hem mishaagt of tegengaat zonder complimenten omverwerpen"	Brugs
3543	"Zijnen hiel/gat aan de zille vagen"	"heengaan en zich de zaak niet aantrekken"	Brugs
3544	"Van zijnen mond zijn schijtgat maken"	"zijn woorden te schanden maken, zich niet aan zijn woord houden"	Brugs
3545	"(Zijne) hand van (hem) afdoen"	"te verdedigen"	Brugs
3546	"Manten tegen Kalle slaan"	"knoezelvoeten, de knoezels tegen elkaar stoten in het gaan"	Brugs
3547	"Tegen iemand/aan iemand jube zeggen"	"voor iemand onderdoen, hem als meester herkennen"	Brugs
3548	"Ergens liggende en staande zijn"	"een bebouwde grond die te verkopen is, iemand die ergens veel verkeert en verblijft"	Brugs
3549	"De hane van 't kot zijn"	"de baas, de meester zijn"	Brugs
3550	"Luizen met steerten hebben"	"in de uiterste armoede zijn"	Brugs
3551	"(Iemand) de keure geven/laten van (iets)"	"hem de gelegenheid en de vrijheid geven of laten om iets te zeggen of te doen, om iets te nemen of te kopen"	Brugs
3552	"Iemand de kunste vergen van iets te doen"	"hem uitdagen iets te verrichten dat men bekent zelf niet te kunnen"	Brugs
3553	"Iemand iets in de oore laten leken"	"hem langzamerhand en voorzichtig iets kenbaar maken dat hem aangaat"	Brugs
3554	"Iemand iets in zijne oore laten leken"	"hem iets zeggen met voorzichtigheid"	Brugs
3555	"Ik geef hem den pap in den mond"	"hem op een indirecte maar vatbare wijze zeggen wat hij moet antwoorden"	Brugs
3556	"Iemand geen strood in den weg leggen"	"hem niet het minste verhinderen"	Brugs
3557	"Iemand iets door zijnen baard wribbelen/wrijven"	"hem iets verwijten"	Brugs
3558	"Iemand iets door den baard wrijven"	verwijten	Brugs
3559	"Het iemand op zijn brood smeren"	"iemand zijn zaligheid zeggen, hem berispen, hem een harde vermaning geven"	Brugs
3560	"(Iemand) eenen slag op (zijn) kapelle geven"	"hem een slag in het aangezicht geven"	Brugs
3561	"Bij iemand op een goed/slecht bladje staan"	"bij iemand in gunst of in ongunst staan"	Brugs
3562	"Met zijnen scheutel onder 't dak zitten"	"de kans missen, niet aanwezig zijn als er iets te winnen is"	Brugs
3563	"Met de leere op het dak zitten"	"iets gedaan of gezegd hebben dat de deur toedoet, dat alles overtreft, waar niemand aan kan"	Brugs
3564	"Verhuizen met de lanteern aan den dijsel"	"s nachts wegvluchten met zijn meubels op een wagen"	Brugs
3565	"In fafooi zijn met (iets)"	"in grote doen zijn om iets te schikken of vaardig te maken, met blijkbare geestdrift iets te bewerken"	Brugs
3566	"Met een lang gat (ergens) naartoe gaan"	"al trekhielende, ongraag, uit vrees slecht onthaald te worden of iets dergelijks"	Brugs
3567	"Met lange hielen (ergens) naartoe trekken"	"traag en ongraag"	Brugs
3568	"Ten besten spreken voor iemand"	"een goed woord voor iemand doen, bij iemand schoon spreken voor een ander"	Brugs
3569	"Naar kerke noch naar kluize gaan"	"zich verwijderd houden van alle godsdienstige plechtigheden"	Brugs
3570	"Op lucht liggen van iets"	"op iets geluimd zijn, er zin in hebben"	Brugs
3571	"Op lucht liggen naar iets"	"op iets geluinmd zijn, er zin in hebben"	Brugs
3572	"Met de luis in de oore loopen"	"een aanval of knijzing voelen van koorts, tandpijn of en andere kwaal of ziekte"	Brugs
3573	"Van monde ten hemel gaan"	"recht naar de hemel gaan zonder vagevuur"	Brugs
3574	"Naar een naalde in eenen hoodilte zoeken"	"een naald/speld in een hooiberg zoeken"	Brugs
3575	"Over zijne beenen vallen van flauwte"	"niet op zijn benen kunnen staan, knikkebenen"	Brugs
3576	"Met zijnen sleutel onder 't dak zitten als 't pap regent"	"de kans missen, niet aanwezig zijn als er iets te winnen is"	Brugs
3577	"Met vuile voeten er door gaan"	"stoutmoedig te werk gaan ondanks de tegenredenen die men inbrengt en de hinderpalen die men stelt"	Brugs
3578	"Uit zijne schoe'n springen van verschot/blijdschap/gramschap"	"een gat in de lucht springen"	Brugs
3579	"In 't spennen van 't fruit"	"in het seizoen dat het fruit vrucht zet"	Brugs
3580	"Van honte te stronte gaan/komen/vallen"	"van rijk arm worden"	Brugs
3581	"Met lange hielen er naartoe trekken"	"uit tegenzin of vrees ergens traag naartoe gaan"	Brugs
3582	"Met eenen trui op de neuze staan"	"teleugesteld zijn, beteuterd zijn en vreemd kijken"	Brugs
3583	"Met zijn hoofd door den tuin loopen"	"zich slecht gedragen, ondeugend zijn"	Brugs
3584	"Noch van tuit noch van blaze weten"	"volstrekt van niets weten, als uit de lucht gevallen zijn"	Brugs
3585	"Van verren aan staan kijken/luisteren"	"van zekere afstand (omdat men uit schaamte, vrees of een andere reden niet dichterbij durft te komen)"	Brugs
3586	"Van verren aan vragen"	"niet vlak af noch rechtuit"	Brugs
3587	"Ergens met vuile voeten doorgaan"	"zonder vrees een zaak verrichten, zonder zich te bekreunen om weerstand en moeilijkheden"	Brugs
3588	"Met eenen zinder in den zak komen"	"te veel drank in de maag hebben, dronken zijn"	Brugs
3589	"Noch ter roe noch ter hand willen"	"onbestuurlijk zijn"	Brugs
3590	"Juist in tijds in 't drooge zijn"	"wordt gezegd van iemand die op gepaste tijd dood is (had hij langer geleefd, dan zou hij armoede hebben geleden of glorie zijn veloren)"	Brugs
3591	"Ergens niet van tusschen kunnen"	"tot iets genoodzaakt zijn, iets niet kunnen ontwijken"	Brugs
3592	"Nievers naar vragen"	"nergens achter kijken, zich er niet om bekommeren"	Brugs
3593	"Voor iemand door en vier loopen/springen"	"alles doen wat mogelijk is"	Brugs
3594	"Noch van iepse noch van onse weten"	"noch van Jantje noch van Toontje weten, volstrekt geen kennis van iets hebben"	Brugs
3595	"Van aver 't aver (ergens) ingaan"	"effen door, zonder gekend noch aangemeld te zijn"	Brugs
3596	"Met iemand trouwen van aver 't aver"	"met iemand trouwen effen door, de eerste de gereedste"	Brugs
3597	"Ergens eenen noom van dood hebben"	"bij ondervinding weten dat iets niet pluis is"	Brugs
3598	"Iets van de naalde tot den draad vertellen/uiteendoen/weten"	"iets lang en breed vertellen, met alle omstandigheden, kanten en hoedanigheden"	Brugs
3599	"Iemand met zijne voetjes bij 't vier zetten"	"hem troetelen en vleien"	Brugs
3600	"Gars scheuren"	"omploegen en in bouwland veranderen"	Brugs
3601	"Laten gewerden"	"laten doen, laten begaan"	Brugs
3602	"Geern zien iets"	"behagen vinden in het zien"	Brugs
3603	"Geern zien iemand"	"beminnen, liefde toedragen"	Brugs
3604	"Niet kunnen geduchten"	"niet kunnen lijden, niet kunnen verdragen"	Brugs
3605	"Met iemand dweersch in den zak liggen"	"niet overeenkomen"	Brugs
3606	"Blaai maken"	"van stoffen, bedrieglijke glans en praal aan de ogen vertonen; van personen, beslag maken, wind maken"	Brugs
3607	"(Zich) kwaad gloed maken/kweeken"	"door ongeduld, spijt of gramschap zijn gezondheid tekort doen"	Brugs
3608	"Blonk staan"	"op zijn van vermoeidheid, flauwte of honger"	Brugs
3609	"Botsbollig/blotsbollig spreken/klappen/kouten/vertellen"	"zonder overgang van het één en dan van het ander spreken, van de hak op de tak"	Brugs
3610	"Djent/djentes staan"	"mooi staan"	Brugs
3611	"Dobbel of niet/kwijte spelen"	"in spellen waar geld op het spel staat: een overeenkomst dat de speler die in de schuld staat, twee keer zoveel schuld heeft als hij verliest, maar geen schuld meer heeft als hij wint"	Brugs
3612	"Zich gesloten houden"	"roerloos zitten met de armen en de benen tegen het lichaam"	Brugs
3613	"Dom liggen"	"onbeweeglijk liggen"	Brugs
3614	"Droog gaan/vallen"	"een koe die, na enige tijd melk gegeven te hebben, nu geen melk meer heeft"	Brugs
3615	"Enklauwde gaan"	"de voet zo scheef zetten in het gaan dat men onbesuisd op de enkel treedt"	Brugs
3616	"Faute slaan"	"weigeren, ketsen, niet afgaan, sprekende van een schietgeweer"	Brugs
3617	"Grat breken"	"geheel en al in stukken breken"	Brugs
3618	"Grauw en blauw zeggen"	"duchtig over de hekel halen, lang en veel verwijten"	Brugs
3619	"Te kort bollen"	"zijn doelwit niet bereiken, moeten onderdoen"	Brugs
3620	"Te kort schieten"	"zijn doelwit niet bereiken, moeten onderdoen"	Brugs
3621	"Kort keeren"	"wordt gezegd van een voerman die zijn gespan omwendt in een enge cirkel, in een nauwe plaats"	Brugs
3622	"Moeten kort keeren/houden"	"kort gehouden worden, in een strenge regeltucht gehouden worden"	Brugs
3623	"Te kort komen"	"iets niet genoeg hebben om daarmee iets te verrichten"	Brugs
3624	"Draf leggen"	"draf of bostel, die men bij de brouwers koopt, in grote hoeveelheid ter bewaring in een plaats leggen om er de zwijnen enzovoort mee te voeden"	Brugs
3625	"Lijzig slapen"	"zacht en stil te sluimeren liggen, licht slapen zodat men gemakkelijk ontwaakt"	Brugs
3626	"Lijzig hooren"	"een fijn gehoor hebben"	Brugs
3627	"Lijzig hangen/liggen/staan"	"iets dat nauwelijks hangt, ligt of staat en dreigt te vallen, and"	Brugs
3628	"Lijzig vullen/opgieten"	"graan, zaad en andere dingen die men ergens licht en zachtjes indoet, zonder die samen te drukken of vast toe te persen"	Brugs
3629	"Lijzig spreken"	"zachtjes en traagzaam spreken"	Brugs
3630	"Lijzig gaan"	"stilletjes en traagzaam gaan"	Brugs
3631	"Luid gaan"	"luid klinken"	Brugs
3632	"Gezond spreken"	"als men met gezond verstand wil spreken"	Brugs
3633	"Eenen boom winnende leggen"	"hem op scheefliggende houten leggen om hem daarover scheef voort te rollen of hem te wenden"	Brugs
3634	"Verder willen springen dan zijnen stok lang is"	"meer willen doen dan zijn middelen toelaten"	Brugs
3635	"Te jube komen"	"zich komen onderwerpen, zich overgeven"	Brugs
3636	"Slecht/kwalijk varen"	"tegenspoed hebben, ongelukkig zijn"	Brugs
3637	"Aardig varen"	"iets vreemds, iets zonderlings tegenkomen, een wonderbaar voorval hebben"	Brugs
3638	"Beloopen vlasch"	"vlas wiens vezels geheel of gedeeltelijk bedekt zijn met een rosachtige stof die op roest lijkt en zelfs na het roten nog aan de bast kleeft"	Brugs
3639	"Warm zitten"	"begoed zijn, rijk zijn"	Brugs
3640	"Deerlijk zien/kijken"	"drukkelijk kijken, dudderlijk kijken, lodderlijk kijken"	Brugs
3641	"Opgestreken komen"	"ergens toekomen"	Brugs
3642	"Overdweers komen"	"wordt gezegd van iemand die ontijdig en onverwacht aankomt"	Brugs
3643	"Verder willen springen dan de perste lang is"	"meerdere onkosten doen of grotere pacht uithangen"	Brugs
3644	"Gepijnd zijn/zitten"	"wordt gezegd van iemand die door een hartziekte of door een nachtmerrie of anderszins gedwongen is op de adem, van een brouw in lastige barensnood, van een dier dat door buikopzetting van de winden wil barsten, of door verstopping de buiklast niet kan lossen"	Brugs
3645	"Gepolkt zijn/liggen"	"in zijn pol of leger liggen"	Brugs
3646	"Recht in zijn schoe'n gaan"	"Op zijn goede naam passen, zijn gedrag regelen zodat er niets op te zeggen valt"	Brugs
3647	"Links slaan om rechts te weten"	"door indirecte vragen trachten het fijne van iets te weten"	Brugs
3648	"Reusch staan in/bij iets"	"niet weten wat men ervan kan maken, met verwondering"	Brugs
3649	"Iemand reusch vragen"	"hem bot vragen, dat hij niet meer weet wat te antwoorden"	Brugs
3650	"Te schepe komen"	"te pas komen, nuttig zijn"	Brugs
3651	"Vast in zijne schoe'n gaan"	"bij zijn stuk blijven"	Brugs
3652	"Schoone spreken"	"met beleefde woorden smeken"	Brugs
3653	"Een weefgetouw slage zetten"	"het in de haak stellen, zodanig dat elk deel juist op zijn plaats is, om zonder hindernis te weven"	Brugs
3654	"Niet slunks vallen"	"op zijn poten vallen, snedig antwoorden, behendig te werk gaan"	Brugs
3655	"Spijtig worden"	"zich enigszins vergrammen over verontwaardigen (in goede zin)"	Brugs
3656	"Zich spijtig maken"	"zich enigszins vergrammen over verontwaardigen (in goede zin)"	Brugs
3657	"Iets stil houden"	"geheim houden"	Brugs
3658	"Al stinkende afkomen/henengaan"	"met verdiende schande en teleurstelling"	Brugs
3659	"Zich stokkedood werken/loopen/zingen"	"zodanig werken enzovoor dat men er van sterft"	Brugs
3660	"Stroomsgemoed spreken"	"met hart en overtuiging veel woorden zeggen om indruk te maken"	Brugs
3661	"Gestropt zitten"	"in nood zijn"	Brugs
3662	"Toegesmakt liggen"	"vast samengeplakt liggen, vast toegedrukt zijn"	Brugs
3663	"Seffens toppelken uit zijn"	"seffens grimmig zijn, zich lichtelijk boos maken"	Brugs
3664	"Het lang trekken"	"lang bezig zijn"	Brugs
3665	"Het kort maken"	"kort bezig zijn"	Brugs
3666	"Vage liggen"	"niet bedricht worden"	Brugs
3667	"Zich vergaapt horken"	"zodanig luisteren dat men er de mond bij vergaapt"	Brugs
3668	"Eens verbloeien"	"zijn kleren verzengen"	Brugs
3669	"Te verbode staan"	"gehoorzaam zijn, het gezag eerbiedigen, doen wat er bevolen wordt"	Brugs
3670	"Verdeegd zitten in de schulden"	"uitermate veel schulden hebben, er vergoord in zijn"	Brugs
3671	"Zich vergaapt kijken"	"zo aandachtig en verwonderd kijken dat men er de mond bij vergaapt"	Brugs
3672	"Vergaapt staan bij iets"	"verwonderd en verbaasd zijn"	Brugs
3673	"Vergoord zitten"	"verzonken zijn, overladen zijn"	Brugs
3674	"Zich dood verschieten"	"van plotselinge schrik sterven"	Brugs
3675	"Er verstreuveld uit zien"	"?met verward haar"	Brugs
3676	"Iets onverlet laten"	"iets tegenwoordig ongeroerd laten en verschuiven totdat men het beter en gemakkelijker zal doen"	Brugs
3677	"Veugelwee loopen"	"lanterfanten, ledig lopen"	Brugs
3678	"Noch voorder noch nader kunnen"	"in het nauw zitten"	Brugs
3679	"Vrij weten"	"wonder weten, nieuwsgierig zijn"	Brugs
3680	"Zich te wers houden"	"zich te groot achten om iets te doen"	Brugs
3681	"Iemand iets wijs zeggen"	"het hem uiteen doen, verklaren, doenverstaan, wijsmaken"	Brugs
3682	"Altijd hangen en nooit worgen"	"in een toestand verkeren die te slecht is om te leven en niet slecht genoeg om te sterven"	Brugs
3683	"Iemand zeer doen"	"pijn verwekken"	Brugs
3684	"Te zweerde staan"	"zijn voorzorgen genomen hebben en op zijn hoede zijn"	Brugs
3685	"Zich koeste houden"	"zich stilhouden"	Brugs
3686	"Al hutseklutsende gaan"	"voortwaggelen als een slenderaar of als iemand die ontmoedigd en neerslachtig is"	Brugs
3687	"Zich te kort doen"	"zich het nodige weigeren om te leven"	Brugs
3688	"Te diep in het glas kijken"	"teveel drinken, zich dronken drinken"	Brugs
3689	"Iets rat (af) zeggen"	"plat af, vlak af, rechtuit, zonder omwegen"	Brugs
3690	"Seffens op de leere zijn"	"kort van stof zijn, licht boos worden"	Brugs
3691	"Al lekende gaan"	"druipneuzend gaan, er vernederd en ontmoedigd uitzien/lijken"	Brugs
3692	"Loog leken"	"loog maken door alwater te laten zijgen door een rus (zeef)"	Brugs
3693	"Iemand lot slaan"	"hem machtig veel slagen geven, zodat als hij een paard was geweest, hij er lot van zou zijn"	Brugs
3694	"Het kort/lang maken"	"weinig of veel tijd vertoeven, werken, leven enzovoort"	Brugs
3695	"Iemand te kandeele gaan/vliegen"	"tekeer gaan op hem, met geweld aanranden"	Brugs
3696	"Iemand te keerde vliegen/gaan"	"zich tegen hem verzetten, hem aanranden"	Brugs
3697	"Zijne boonen te weeke leggen"	"een groot voordeel ergens van verwachten, in de hoop zijn om ergens wel mee te varen"	Brugs
3698	"Te gelde stellen"	"op prijs stellen"	Brugs
3699	"Te kerke gaan"	"haar kerkgang doen"	Brugs
3700	"Te kranks komen tegen iemand"	"tekort komen, voor hem de duim moeten leggen, moeten onderdoen"	Brugs
3701	"Te kwiste brengen"	verkwisten	Brugs
3702	"Te kwiste komen/gaan"	"vergaan, verloren gaan, teloorgaan"	Brugs
3703	"Te slokke en te messe staan"	"geheel bereid en vaardig staan om meteen iets te verrichten"	Brugs
3704	"Te kwiste laten gaan/loopen"	"verloren gaan/lopen"	Brugs
3705	"Te kwiste helpen"	"doen vergaan, vernielen"	Brugs
3706	"Te pellen hebben"	"met hem over een zaak handelen, over iets te spreken hebben, vooral met een tegenstrever"	Brugs
3707	"Te pronkinge gaan"	"een kraamvrouw bezoeken"	Brugs
3708	"Te rapekaai smijten"	"te kras smijten, te grabbeling gooien"	Brugs
3709	"Te scheuten zetten"	beginnen	Brugs
3710	"Te stokke en te messe zijn/gaan/zitten/staan"	"met stok en mes om zich te verdedigen"	Brugs
3711	"Gedje hebben in iets"	"er zijn voldoening hebben"	Brugs
3712	"Geern hebben"	"behagen vinden door iets te hebben"	Brugs
3713	"Iets/veel/weinig hebben van"	"gelijkenis hebben met, erop trekken"	Brugs
3714	"Iets pal hebben"	"iets raden, iets vatten"	Brugs
3715	"Den moed vul hebben"	"hartezeer hebben, bewogen zijn van iets dat medelijden verwerkt"	Brugs
3716	"Zijnen buik vul hebben"	"beu zijn, afkeer krijgen"	Brugs
3717	"Zoet/zuur van ate zijn"	"om gegeten te worden"	Brugs
3718	"Kleen/groot van ate zijn"	"weinig of veel kunnen eten"	Brugs
3719	"Aangeslegen zijn"	"diep ontroerd zijn"	Brugs
3720	"Afgekeid zijn"	"zich afmatten"	Brugs
3721	"Te wege zijn"	"op het punt zijn"	Brugs
3722	"Bekanst zijn"	"bestemd zijn, vervuld zijn, besproken zijn, bezet zijn, bezeten zijn, niet meer te krijgen zijn"	Brugs
3723	"Bekitteld zijn"	"betinteld, benitteld, betoverd, bezeten, uitermate genegen zijn om iets te doen dat min of meer kwaad is"	Brugs
3724	"Bekreveld zijn"	"betinteld, benitteld, betoverd, bezeten, uitermate genegen zijn om iets te doen dat min of meer kwaad is"	Brugs
3725	"Bekreschen zijn"	"in tranen baden"	Brugs
3726	"Benieuwd zijn op iemand"	"belang stellen op iemand, hem beminnen, hem graag zien, hem zeer genegen zijn"	Brugs
3727	"Benitteld zijn om iets te doen"	"uitermate genegen zijn, driftig zijn om iets te doen"	Brugs
3728	"Bescheept zijn/worden"	"bij een stuurman verhuurd zijn of worden"	Brugs
3729	"Beschikt zijn"	"wordt gezegd van personen die schikkingen genomen hebben, die besloten en vastgesteld hebben om iets te verrichten"	Brugs
3730	"Besteken zijn met zonden"	"er het geweten mee belast hebben"	Brugs
3731	"Betingeld zijn"	"sterk gedreven zijn, beneteld, beduiveld zijn"	Brugs
3732	"Bezijpt/bezepen zijn"	"dronken zijn"	Brugs
3733	"Gediend zijn met"	"graag iets hebben, er zeer tevreden over zijn"	Brugs
3734	"Dweersch op zijn"	"weerstreven, dwarsbomen"	Brugs
3735	"Gedaan zijn in iets"	"er gevoelig aan zijn, erdoor aangedaan zijn"	Brugs
3736	"Leege gehaar zijn"	"haar hebben dat staat tot laag op het voorhoofd, een klein voorhoofd hebben"	Brugs
3737	"Geleerd zijn"	"door ondervinding onderwezen zijn, om zich niet andermaal te laten bedriegen"	Brugs
3738	"Goed ten hoofde zijn"	"verstandig zijn"	Brugs
3739	"Geijkt zijn"	"van iemands gehoor dat juist is"	Brugs
3740	"Koeste zijn"	"zich stilhouden"	Brugs
3741	"Gekuischt zijn"	"dood zijn, overleden zijn"	Brugs
3742	"Op iemand beeste zijn"	"hem barbaars behandelen, beul zijn"	Brugs
3743	"Niet kwalijk boos zijn"	"zeer slim, zeer schalk zijn"	Brugs
3744	"Leutig zijn op iemand"	"tonen dat men blij en verheugd is om iemand te zien, te mogen onthalen of aan te spreken"	Brugs
3745	"Nauw en bij/dicht zijn"	"uitermate spaarzaam zijn, gierig zijn"	Brugs
3746	"Kort/lang van slage zijn"	"wordt gezegd van een viervoetig dier wiens balg of middenlijf, van de schouders tot de heupen, kort of lang is"	Brugs
3747	"Veel/weinig van zegs zijn"	"veel of weinig spreken"	Brugs
3748	"Verre van almentommen zijn"	"verre van alle geburen zijn, verre van alle Gods Heiligen zijn"	Brugs
3749	"Preusch zijn op/over/met"	"trots zijn op"	Brugs
3750	"Reusch zijn in/bij iets"	"niet weten wat men ervan kan maken, met verwondering"	Brugs
3751	"Scheef zijn"	"dronken zijn"	Brugs
3752	"Steeboorig zijn van vermoeidheid"	"stijf en stram zijn"	Brugs
3753	"Kort zijn van steertvijze"	"weinig bemiddeld zijn, klein zijn van rang en staat"	Brugs
3754	"Gestraald zijn"	"dronken zijn"	Brugs
3755	"Laat op zijn stikken zijn"	"op zijn achterdeel zijn, later dan gewoonlijk op zijn werk zijn"	Brugs
3756	"Stuks en geheels ergens 't huis zijn"	"wordt gezegd van iemand die in een ander huis is en zich daar gedraagt alsof hij in zijn eigen huis is"	Brugs
3757	"Niet meer thuis zijn"	"zijn verstand kwijt zijn, zinneloos zijn"	Brugs
3758	"Getikt zijn"	"niet goed bij zijn verstand zijn"	Brugs
3759	"Te verbode zijn"	"gehoorzaam zijn, het gezag eerbiedigen, doen wat er bevolen wordt"	Brugs
3760	"Verbut zijn"	"verneukt zijn, bedrogen zijn"	Brugs
3761	"Vergaapt zijn"	"het kaakbeen uit de koot hebben of ten minste pijn lijden door te wijd gapen"	Brugs
3762	"Verblijd zijn"	"een lichte roes hebben"	Brugs
3763	"Vergeestigd zijn"	"verblijd zijn"	Brugs
3764	"Vergoord zijn"	"verzonken zijn, overladen zijn"	Brugs
3765	"Verhageld zijn"	"van de pokken geschonden zijn, pokdalig zijn"	Brugs
3766	"Verkijst zijn op iets"	"er wars van zijn"	Brugs
3767	"Verkijst zijn van iets"	"?er ben van zijn"	Brugs
3768	"Verleed zijn van"	"een afkeer hebben van"	Brugs
3769	"Vernibbeld zijn"	"in de pijp zijn, zeer ongeduldig zijn, bitter spijt voelen, pijnlijk verlegen zijn, vurig verlangen"	Brugs
3770	"Versnoeperd/versnaperd zijn"	"verliefd zijn, verlekkerd zijn, uitermate begerig zijn naar iets"	Brugs
3771	"Niet wel bij de zijne zijn"	"een slag van de molen hebben"	Brugs
3772	"Verstreuveld zijn"	"verlegen en bekommerd zijn"	Brugs
3773	"Weiger zijn over iets"	"het met grote spaarzaamheid en behoedzaamheid gebruiken, opdat het zo weinig mogelijk verminderd of verslijt"	Brugs
3774	"Weiger zijn van iets"	"eraan verkleefd zijn, zodat men het moeilijk mededeelt aan anderen"	Brugs
3775	"Weiger zijn met iets"	"trots zijn op iets"	Brugs
3776	"Te wers zijn van iets te doen"	"afkeer en tegenzin hebben om iets te doen, hetzij uit trotsheid, hetzij uit zwakte"	Brugs
3777	"Te wers zijn dat men iets doet"	"afkeer en tegenzin hebben om iets te doen, hetzij uit trotsheid, hetzij uit zwakte"	Brugs
3778	"Al zijpen gaan"	"al leken gaan, druipneuzen, ontmoedigd het hoofd laten hangen"	Brugs
3779	"Geweldig zijn in zijnen uitzet"	"met hevigheid spreken"	Brugs
3780	"Afgetjoold zijn"	"zich vermoeien door te dolen"	Brugs
3781	"Baks zijn"	"baks getoogd zijn, iets niet kunnen of durven nadoen"	Brugs
3782	"Patat zijn"	"dronken zijn"	Brugs
3783	"Pinne zijn"	"dronken zijn"	Brugs
3784	"Streke zijn"	"effen zijn, in orde zijn, iets voltrokken hebben, alles vereffend hebben en bereid zijn om iets anders te beginnen"	Brugs
3785	"Voerman zijn"	"kaakaard zijn, keizer zijn"	Brugs
3786	"Gerocht zijn"	"geraakt zijn, aangedaan zijn"	Brugs
3787	"Benomen zijn"	"zich bedwingen uit bescheidenheid of uit vrees, verlegen zijn, niet op zijn gemak zijn, beschaamd zijn"	Brugs
3788	"Van kaalaards bende zijn"	"arm zijn"	Brugs
3789	"Betutterd zijn voor iemand"	"bekommerd zijn voor iemands geluk"	Brugs
3790	"Betutterd zijn achter iemand"	"gejaarg zijn om bij iemand te zijn"	Brugs
3791	"Op iemands kappe bezig zijn"	"van iemand kwaad spreken"	Brugs
3792	"Geblazen zijn"	"verloren zijn, teleurgesteld zijn, in de grond geholpen zijn"	Brugs
3793	"Iets feitsch zijn"	"met iets bekend zijn, iets verstaan"	Brugs
3794	"Ergens aan gedekt zijn"	"eraan gefopt, bedrogen zijn, er een dek aan hebben"	Brugs
3795	"Gemoed zijn in/op iets"	"er moed en hart op hebben, met ijver bezield zijn om iets aan te vangen of te verrichten dat wel lijkt te gaan lukken"	Brugs
3796	"Ergens gerust in zijn"	"er niet mee bekommerd zijn, denken dat alles wel gaat"	Brugs
3797	"Gevierd zijn van/met iets"	"gemokkeld zijn van iets, met iets opgezet zijn"	Brugs
3798	"Gevierd zijn op iets"	"op iets vlammen, blaken vna gramschap, van liefde, van verlangen"	Brugs
3799	"Gehert/gemoed zijn op iets"	"liefde en geestdrift hebben om iets te doen"	Brugs
