sentence_id	original	translation	gloss	grammaticality	sentence_answerset_id	sentence_strategy_id
1108	"Hai kin niks oet vaste stee zetten."			*	Gronings	810
1109	"Zien broer werkt aaltied hard, maar Jan kin niks oet zien stee zetten."			*	Gronings	810
1110	"Op kantoor, thuis, waar dan ook: Jan kin niks oet (geen) enkele stee zetten."			*	Gronings	810
1111	"Kin hai niks oet stee zette? Nee, oet stee kin hai nooit iets/niks zetten!"			*	Gronings	810
1112	"Zai mout niks oet stee zetten."			*	Gronings	810
1113	"Zai wil niks oet stee zetten."			%	Gronings	810
1114	"Zai zol niks oet stee zetten."			%	Gronings	810
1115	"Zai zel niks oet stee zetten."			%	Gronings	810
1116	"Zai zet niks oet stee."			ok	Gronings	810
1117	"Hai stoat mit mond vol tannen."			ok	Gronings	815
1118	"Hai stoat mit zien mond vol tannen."			ok	Gronings	815
1119	"Zij vroeg mie of hai mit mond vol tannen stond. Ja, mit mond stond hai wis vol tannen!"			*	Gronings	815
1120	"Zij vroeg mie of hai mit mond vol tannen stond. Ja, mit mond vol tannen stond hai wis!"			%	Gronings	815
1121	"Gisteren is Kees oet het stuur komen, maar nu komt Jan oet dat stuur."			*	Gronings	826
1122	"Gisteren is Kees oet stuur komen, maar nu komt Jan oet stuur."			ok	Gronings	826
1123	"Gisteren is Kees oet stuur komen, maar nu komt Jan oet dat stuur."			*	Gronings	826
1124	"Gisteren is Kees oet stuur komen, maar nu komt Jan oet zien stuur."			*	Gronings	826
1125	"Er werd deur hom oet stuur komen."			*	Gronings	826
1126	"Hai komt oet gek stuur."			*	Gronings	826
1127	"Gisteren is Kees oet stuur komen, maar nu komt Jan oet een stuur."			*	Gronings	826
1128	"Hai komt oet streng stuur."			*	Gronings	826
1129	"Gisteren is Kees oet het stuur komen, maar nu komt Jan oet zien stuur."			*	Gronings	826
1130	"Als hai gedronken het, als hai drugs het gebruikt, of als hai het te druk het: hai komt oet elk stuur."			*	Gronings	826
1131	"Kwam hai oet stuur? Ja, oet stuur kwam hai wis!"			%	Gronings	826
1132	"Hai draide mie rogge tou."			ok	Gronings	834
1133	"Hai draide mie zien rogge tou."			%	Gronings	834
1134	"Zij vroeg mie of hai mie de rogge tou draide. Ja, de rogge draide hai mie wis tou."			%	Gronings	834
1135	"Gisteren holde mien broer 'n tumel, maar vandaag heb ik de tumel hold."			*	Gronings	835
1136	"Gisteren holde mien broer 'n tumel, maar vandaag heb ik die tumel hold."			*	Gronings	835
1137	"Mien broer holde tumel."			*	Gronings	835
1138	"'n Tumel werd deur hom hold."			*	Gronings	835
1139	"Hai holde 'n stomme tumel."			ok	Gronings	835
1140	"Hai holde 'n diepe tumel."			*	Gronings	835
1141	"Gisteren holde mien broer 'n tumel, maar vandaag heb ik mien tumel hold."			*	Gronings	835
1142	"Ik heb zoveel stomme dingen gedaan gisteren. Thuis, op het werk, het maakt niet uit. Ik heb iedere tumel hold."			*	Gronings	835
1143	"Holde hai 'n tumel? Ja, 'n tumel holde hai wis!"			?*	Gronings	835
1144	"Vorig jaar schudde mijn opa de hak, en nu schudde ook oma die hak."			*	Groesbeeks	859
1145	"D'n hak werd door haar geschud."			*	Groesbeeks	859
1146	"Ze schudde d'n droevige hak."			*	Groesbeeks	859
1147	"Hoe ouder je wordt, hoe vaker er iemand in je omgeving een hak schudt."			*	Groesbeeks	859
1148	"Ze schudde d'n scherpe hak."			*	Groesbeeks	859
1149	"Vorig jaar schudde mijn opa de hak, en nu schudde ook oma haar hak."			*	Groesbeeks	859
1150	"Mijn oudtante, mijn opa, en nu mijn opa – mijn familie schudde elke hak."			*	Groesbeeks	859
1151	"Zal zij vandaag d'n hak schudde? Ja, d'n hak zal ze vandaag zeker schudde!"			*	Groesbeeks	859
1152	"Zal zij vandaag d'n hak schudde? Ja, d'n hak  schudde zal ze zeker!"			*	Groesbeeks	859
1153	"Eerst kreeg zijn vrouw de gros gewisseld, en toen kreeg hij zelf die gros gewisseld."			*	Groesbeeks	863
1154	"De gros werd door hem gewisseld gekregen."			*	Groesbeeks	863
1155	"Hij kreeg de eerlijke gros gewisseld."			*	Groesbeeks	863
1156	"Hij kreeg een gros gewisseld."			*	Groesbeeks	863
1157	"Hij kreeg de grote gros  gewisseld."			*	Groesbeeks	863
1158	"Eerst kreeg zijn vrouw de gros gewisseld, en toen kreeg hij zelf zijn gros gewisseld."			*	Groesbeeks	863
1159	"Ze zei hem dat hij een leugenaar was, dat ze hem niet mocht, dat ze bij hem wegging  – hij kreeg elke gros gewisseld."			*	Groesbeeks	863
1160	"Kreeg hij de gros gewisseld? Ja, de gros kreeg hij zeker gewisseld!"			*	Groesbeeks	863
1161	"Kreeg hij de gros gewisseld? Ja, de gros gewisseld  kreeg hij zeker!"			*	Groesbeeks	863
1162	"Hij wilde zijn geld eerst aan zijn zus geven, maar uiteindelijk gaf hij dat laatste hemd van zijn kont aan zijn kinderen."			*	Groesbeeks	864
1163	"Het laatste hemd werd door hem van zijn kont gegeven."			%	Groesbeeks	864
1164	"Hij gaf het laatste gulle hemd van zijn kont."			*	Groesbeeks	864
1165	"Hij gaf een laatste hemd van zijn kont."			*	Groesbeeks	864
1166	"Hij gaf het laatste witte hemd van zijn kont."			*	Groesbeeks	864
1167	"Hij wilde zijn geld eerst aan zijn zus geven, maar uiteindelijk gaf hij zijn laatste hemd van zijn kont aan zijn kinderen."			%	Groesbeeks	864
1168	"Amnesty, het Leger des Heils, het Rode kruis – hij gaf ze elk laatste hemd van zijn kont."			*	Groesbeeks	864
1169	"Gaf hij het laatste hemd van zijn kont? Ja, het laatste hemd gaf hij zeker van zijn kont."			%	Groesbeeks	864
1170	"Gaf hij het laatste hemd van zijn kont? Ja,  het laatste hemd van zijn kont gaf hij zeker."			%	Groesbeeks	864
1171	"Hij geeft altijd zijn laatste hemd."			%	Groesbeeks	864
1172	"Hij geeft altijd zijn kont's laatste hemd."			*	Groesbeeks	864
1173	"Hij geeft altijd het laatste hemd van de kont."			%	Groesbeeks	864
1174	"Hij geeft altijd zijn laatste hemd van de kont."			%	Groesbeeks	864
1175	"Hij geeft altijd zijn laatste hemd van zijn kont."			%	Groesbeeks	864
1176	"Gisteren zat Piet een deuntje te maken, maar vandaag zit Jantje het deuntje te maken."			*	Groesbeeks	867
1177	"Gisteren zat Piet een deuntje te maken, maar vandaag zit Jantje dat deuntje te maken."			*	Groesbeeks	867
1178	"Het kind zat een verdrietig deuntje te maken."			*	Groesbeeks	867
1179	"Het kind zat een zacht deuntje te maken."			*	Groesbeeks	867
1180	"Gisteren zat Piet een deuntje te maken, maar vandaag zit Jantje zijn deuntje te maken."			*	Groesbeeks	867
1181	"Toen hij gevallen was, toen hij geen snoepje kreeg, toen hij straf kreeg: Keesje maakte elk deuntje."			*	Groesbeeks	867
1182	"Het kind is een deuntje aan het maken"			?	Groesbeeks	867
1183	"Een deuntje werd door dat kind gemaakt."			*	Groesbeeks	867
1184	"Het kind heeft een deuntje gemaakt"			%	Groesbeeks	867
1185	"Dat kind maakt een deuntje"			%	Groesbeeks	867
1186	"Zat dat kind een deuntje te maken? Ja, een deuntje zit ie altijd te maken!"			*	Groesbeeks	867
1187	"Gisteren kreeg Piet ne grote moel, maar vandaag kreeg Jan de grote moel."			%	Groesbeeks	872
1188	"Gisteren kreeg Piet ne grote moel, maar vandaag kreeg Jan die grote moel."			*	Groesbeeks	872
1189	"Ne grote moel werd door haar gekregen"			%	Groesbeeks	872
1190	"Ze kreeg ne grote brutale moel."			ok	Groesbeeks	872
1191	"Ze kreeg ne grote grijnzende moel."			*	Groesbeeks	872
1192	"Gisteren kreeg Piet ne grote moel, maar vandaag kreeg Jan zijn grote moel."			%	Groesbeeks	872
1193	"Op school van de meester, thuis van zijn vader: Keesje kreeg elke grote moel."			*	Groesbeeks	872
1194	"Kreeg zij ne grote moel van hem? Ja, ne grote moel krijgt zij van hem zo vaak!"			%	Groesbeeks	872
1195	"Vorig jaar ging mijn opa de pijp uit, en nu ging ook oma die pijp uit."			*	Groesbeeks	900
1196	"De pijp werd door hem uitgegaan."			*	Groesbeeks	900
1197	"Mijn opa ging de droevige pijp uit."			*	Groesbeeks	900
1198	"Hoe ouder je wordt, hoe vaker er iemand in je omgeving een pijp uit gaat."			*	Groesbeeks	900
1199	"Mijn opa ging de stinkende pijp uit."			*	Groesbeeks	900
1200	"Vorig jaar ging mijn opa de pijp uit, en nu ging ook oma haar pijp uit."			*	Groesbeeks	900
1201	"Mijn oudtante, mijn opa, en nu mijn opa – mijn familie gaat elke pijp uit."			*	Groesbeeks	900
1202	"Ging hij de pijp uit? Ja, de pijp ging hij zeker uit."			%	Groesbeeks	900
1203	"Zij mag veel uwt drinken van hem"			*	Groesbeeks	915
1204	"Zij kan veel uwt drinken van hem"			*	Groesbeeks	915
1205	"Zij wil veel uwt drinken van hem"			*	Groesbeeks	915
1206	"Zij zou veel uwt drinken van hem"			*	Groesbeeks	915
1207	"Er mot door haar veel uwt gedronken worden/zijn van hem."			*	Groesbeeks	915
1208	"Zij zal veel uwt drinken van hem"			*	Groesbeeks	915
1209	"Zij dronk veel uwt van hem"			*	Groesbeeks	915
1210	"Mot ze veel uwt drinke van hem? Ja, van hem mot ze zeker veel uwt drinke!"			*	Groesbeeks	915
1211	"Mot ze veel uwt drinke van hem? Ja, veel uwt drinke mot ze van hem!"			*	Groesbeeks	915
1212	"Hij mag naar het hooi (gaan)."			*	Groesbeeks	932
1213	"Hij kan naar het hooi (gaan)."			*	Groesbeeks	932
1214	"Hij wil naar het hooi (gaan)."			*	Groesbeeks	932
1215	"Hij zou naar het hooi (gaan)."			*	Groesbeeks	932
1216	"Er moet door hem naar het hooi gegaan worden."			*	Groesbeeks	932
1217	"Er werd door hem naar het hooi gegaan."			*	Groesbeeks	932
1218	"Hij zal naar het hooi gaan."			*	Groesbeeks	932
1219	"Hij ging naar het hooi."			*	Groesbeeks	932
1220	"Moet hij naar het hooi? Ja, naar het hooi moet hij altijd!"			%	Groesbeeks	932
1221	"Die jongen sloeg/schoot duidelijk uit de aard"			ok	Groesbeeks	941
1222	"Die jongen werd uit de aard geslagen/geschoten"			%	Groesbeeks	941
1223	"Is die jongen uit de aard geslagen/geschoten?  Ja, uit de aard is hij duidelijk geslagen/geschoten!"			*	Groesbeeks	941
1224	"Is die jongen uit de aard geslagen/geschoten? Ja, uit de aard geslagen/geschoten is hij zeker!"			*	Groesbeeks	941
1225	"Hij kan me de hak violen!"			ok	Groesbeeks	954
1226	"Je moet/mag me de hak violen!"			*	Groesbeeks	954
1227	"Je wilt me de hak violen!"			*	Groesbeeks	954
1228	"Je zou me de hak violen!"			*	Groesbeeks	954
1229	"De hak werd mij door hem gevioold."			*	Groesbeeks	954
1230	"Je gaat/zult me de hak violen!"			*	Groesbeeks	954
1231	"Viool me de hak!"			*	Groesbeeks	954
1232	"Kan ik je de hak violen? Ja, de hak kun je me zeker violen!"			*	Groesbeeks	954
1233	"Kan ik je de hak violen? Ja, de hak violen kun je me echt!"			*	Groesbeeks	954
1234	"Zijn broer zette hem vaak de hak scheef, en nu zet zijn vriendin hem die hak scheef."			*	Groesbeeks	955
1235	"De hak werd haar door hem scheef gezet."			%	Groesbeeks	955
1236	"Ze zette hem de gemene hak scheef."			*	Groesbeeks	955
1237	"Ze is gemeen, ze zet hem vaak een hak scheef."			%	Groesbeeks	955
1238	"Ze zette hem de scherpe hak scheef."			*	Groesbeeks	955
1239	"Ze loopt voor zijn voeten, ze steelt zijn post, ze roddelt over hem – ze zet hem elke hak  scheef."			*	Groesbeeks	955
1240	"Zette hij haar de hak scheef? Ja, de hak zet hij haar altijd scheef!"			%	Groesbeeks	955
1241	"Zette hij haar de hak scheef? Ja, de hak scheef zet hij  haar altijd!"			%	Groesbeeks	955
1242	"Hij zette de hak scheef."			%	Groesbeeks	955
1243	"Hij zette mijn hak scheef."			*	Groesbeeks	955
1244	"Hij zette me mijn hak scheef."			%	Groesbeeks	955
1245	"Zijn broer stak hem vaak de ogen uit, en nu steekt zijn vriendin hem die ogen uit."			*	Groesbeeks	957
1246	"De ogen werden haar door hem uitgestoken."			%	Groesbeeks	957
1247	"Ze stak hem de jaloerse ogen uit."			*	Groesbeeks	957
1248	"Ze is gemeen, ze steekt hem vaak een oog uit."			%	Groesbeeks	957
1249	"Ze stak hem de blauwe ogen uit."			*	Groesbeeks	957
1250	"Zijn broer stak hem vaak de ogen uit, en nu steekt zijn vriendin hem zijn ogen uit."			%	Groesbeeks	957
1251	"Zijn broer pronkt met zijn auto, zijn vriendin met haar mooie tas – ze steken hem alle ogen uit."			*	Groesbeeks	957
1252	"Stak ze hem de ogen uit? Ja, de ogen stak ze hem zeker uit!"			%	Groesbeeks	957
1253	"Ze stak de ogen uit."			%	Groesbeeks	957
1254	"Ze stak zijn ogen uit."			%	Groesbeeks	957
1255	"Ze stak hem zijn ogen uit."			%	Groesbeeks	957
1256	"Stak ze hem de ogen uit? Ja, de ogen steekt ze hem altijd uit!"			%	Groesbeeks	957
1257	"Ze vroeg zijn hemd van 't lief."			*	Groesbeeks	958
1258	"Ze vroeg zijn hemd van zijn lief."			*	Groesbeeks	958
1259	"Ze vroeg 't hemd van zijn lief."			%	Groesbeeks	958
1260	"Ze vroeg hem zijn hemd van 't lief."			%	Groesbeeks	958
1261	"Ze vroeg hem zijn hemd van zijn lief."			*	Groesbeeks	958
1262	"Ze vroeg hem 't hemd van zijn lief."			%	Groesbeeks	958
1263	"Vroeg ze hem 't hemd van 't lief? Ja, 't hemd vroeg ze hem zeker van 't lief!"			%	Groesbeeks	958
1264	"Vroeg ze hem 't hemd van 't lief? Ja, 't hemd van het lief vroeg ze hem zeker!"			%	Groesbeeks	958
1265	"Ze lachte de krullen van de buik"			%	Groesbeeks	962
1266	"Ze lachte haar krullen van de buik."			*	Groesbeeks	962
1267	"Ze lachte haar krullen van haar buik"			*	Groesbeeks	962
1268	"Ze lachte de krullen van haar buik"			%	Groesbeeks	962
1269	"Ze lachte zich haar krullen van de buik"			*	Groesbeeks	962
1270	"Ze lachte zich haar krullen van haar buik"			*	Groesbeeks	962
1271	"Ze lachte zich de krullen van haar buik"			%	Groesbeeks	962
1272	"Lachte ze zich de krullen van de buik? Ja echt, de krullen lachte ze zich van de buik!"			%	Groesbeeks	962
1273	"Lachte ze zich de krullen van de buik? Ja echt, de krullen van de buik lachte ze zich!"			%	Groesbeeks	962
1274	"Ik ga hem um de ore flaetse!"			%	Groesbeeks	973
1275	"Meestal flaets ik Kees um z'n ore, maar nu ga ik om de ore van Jan flaetse"			*	Groesbeeks	973
1276	"Meestal flaets ik Kees um z'n ore, maar nu ga ik om Jan's ore flaetse"			*	Groesbeeks	973
1277	"Flaetste ze hem um z'n oren? Ja, um z'n oren fletste ze hem zeker!"			%	Groesbeeks	973
1278	"Jan kun je altijd bellen, maar Kees niet: je moet hem in het wèze van Kees laote"			*	Groesbeeks	974
1279	"Jan kun je altijd bellen, maar Kees niet: je moet hem in Kees' wèze laote"			*	Groesbeeks	974
1280	"Hij haalde die klus onder zijn voet."			*	Groesbeeks	986
1281	"Hij haalde zich die klus onder de voet."			%	Groesbeeks	986
1282	"Hij haalde zich die klus onder zijn voet."			*	Groesbeeks	986
1283	"Haalde hij die klus onder de voet? Ja, onder de voet haalde hij die klus zeker!"			*	Groesbeeks	986
1284	"Hij heeft altijd haar wil gehad."			*	Groesbeeks	988
1285	"Hij heeft altijd Lisa's wil gehad."			*	Groesbeeks	988
1286	"Hij keerde zijn kont tegen de krib."			%	Groesbeeks	995
1287	"Hij keerde zijn kont tegen zijn krib."			*	Groesbeeks	995
1288	"Hij keerde de kont tegen zijn krib."			*	Groesbeeks	995
1289	"Hij keerde zich de kont tegen de krib."			%	Groesbeeks	995
1290	"Hij keerde zich de kont tegen zijn krib."			*	Groesbeeks	995
1291	"Keerde hij de kont tegen de krib? Ja, de kont keerde hij zeker tegen de krib!"			%	Groesbeeks	995
1292	"Keerde hij de kont tegen de krib? Ja, de kont tegen de krib keerde hij zeker!"			%	Groesbeeks	995
1293	"Ze waagde het oogje aan de knappe man."			*	Groesbeeks	997
1294	"Eerst waagde haar zus een oogje aan de man, maar daarna waagde zij zelf dat oogje aan hem."			*	Groesbeeks	997
1295	"Er werd door haar een oogje aan die man gewaagd."			*	Groesbeeks	997
1296	"Ze waagde een flirterig oogje aan die man."			*	Groesbeeks	997
1297	"Ze waagde een bruin oogje aan die man."			*	Groesbeeks	997
1298	"Eerst waagde haar zus een oogje aan de man, maar daarna waagde zij zelf haar oogje aan hem."			*	Groesbeeks	997
1299	"Jan, Willem, en Pieter: zij waagde elk oogje aan die knappe mannen."			*	Groesbeeks	997
1300	"Waagde zij een oogje aan die man? Ja, een oogje waagde zij zeker aan hem!"			*	Groesbeeks	997
1301	"Hij heeft geen gaatje in de kop."			%	Groesbeeks	1000
1302	"Jan is nogal dom, maar Kees niet: d'r zit geen gaatje in de kop van Kees"			*	Groesbeeks	1000
1303	"Jan is nogal dom, maar Kees niet: d'r zit geen gaatje in Kees' kop"			*	Groesbeeks	1000
1304	"Hij heeft geen gaatje in zijn kop hè? Nee, een gaatje heeft hij zeker niet in zijn kop!"			%	Groesbeeks	1000
1305	"Hij heeft geen gaatje in zijn kop hè? Nee, een gaatje in zijn kop heeft hij zeker niet!"			%	Groesbeeks	1000
1306	"Ze hangen met hun benen uit dat café."			%	Groesbeeks	1015
1307	"Hangen ze met de benen uit het café? Ja, met de benen hangen ze altijd uit dat café!"			%	Groesbeeks	1015
1308	"Hangen ze met de benen uit het café? Ja, met de benen uit dat café hangen ze altijd!"			*	Groesbeeks	1015
1309	"Ze sleepte er met de haren bij."			%	Groesbeeks	1018
1310	"Ze sleepte er met zijn haren bij."			*	Groesbeeks	1018
1311	"Ze sleepte hem er met zijn haren bij."			%	Groesbeeks	1018
1312	"Sleepte ze hem er met de haren bij? Ja, met de haren sleept ze hem er altijd bij!"			%	Groesbeeks	1018
1313	"Hij kan dat klusje wel gevèègd krijgen."			ok	Groesbeeks	1040
1314	"Hij moet dat gevèègd krijgen."			%	Groesbeeks	1040
1315	"Hij wil dat gevèègd krijgen."			%	Groesbeeks	1040
1316	"Hij zou dat gevèègd krijgen."			%	Groesbeeks	1040
1317	"Dat kan gevèègd gekregen worden."			*	Groesbeeks	1040
1318	"Hij gaat/zal dat wel gevèègd krijgen."			?	Groesbeeks	1040
1319	"Hij krijgt dat wel gevèègd."			ok	Groesbeeks	1040
1320	"Kan hij dat gevèègd krijgen? Ja, gevèègd kan hij dat zeker krijgen!"			*	Groesbeeks	1040
1321	"Hij heeft geen nagels om zijn kont te krabben."			%	Groesbeeks	1051
1322	"Heeft hij geen nagels om de kon te krabben? Nee, geen nagels om de kont te krabben heeft hij!"			%	Groesbeeks	1051
1323	"Heeft hij geen nagels om de kon te krabben? Nee, um de kont te krabben heeft hij geen nagels!"			%	Groesbeeks	1051
1324	"Gisterenavond heeft mijn vader den ezel uitgehangen, en vanavond gaat mijn broer die ezel uithangen."			*	Loois	1053
1325	"Hij hangt den koppige ezel uit."			ok	Loois	1053
1326	"Gisterenavond heeft hij een ezel uitgehangen."			%	Loois	1053
1327	"Hij hangt den vuile ezel uit."			%	Loois	1053
1328	"Den ezel is uitgehangen (door hem)."			*	Loois	1053
1329	"Gisterenavond heeft mijn vader den ezel uitgehangen, en vanavond gaat mijn broer zijn ezel uithangen."			*	Loois	1053
1330	"Op vakantie, op het werk, thuis, het maakt niet uit. Hij hangt iedere ezel uit."			*	Loois	1053
1331	"Amai, den ezel gaat hij zeker uithangen."			%	Loois	1053
1332	"Gisteren hebben mijn vrienden (mij) den duivel aangedaan, en vandaag heeft mijn broer (mij) die duivel aangedaan."			*	Loois	1056
1333	"Den duivel is/werd (hem) aangedaan (door haar)."			*	Loois	1056
1334	"Ze deden (hem) een duivel aan."			*	Loois	1056
1335	"Ze hebben (hem) de akelige duivel aangedaan."			%	Loois	1056
1336	"Gisteren hebben mijn vrienden (mij) den duivel aangedaan, en vandaag heeft mijn broer (mij) zijn duivel aangedaan."			*	Loois	1056
1337	"Thuis, op vakantie, op café, het maakt niet uit. Mijn broer doet (mij) iedere duivel aan."			*	Loois	1056
1338	"Amai, den duivel hebben ze (hem) zeker aangedaan."			%	Loois	1056
1339	"Hij pakt altijd zijn kop."			*	Loois	1062
1340	"Amai, de kop pakt hij zeker altijd."			%	Loois	1062
1341	"Den dam werd afgegaan."			*	Loois	1064
1342	"Den dam was afgegaan."			ok	Loois	1064
1343	"Ik heb elke kameel geschoten die je kan denken."			ok	Loois	1074
1344	"Ik heb weer de kameel/bok geschoten."			*	Loois	1074
1345	"Vorige week heeft mijn broer weer een kameel/bok geschoten op het werk, en gisteren heb ik die kameel/bok geschoten."			%	Loois	1074
1346	"Er is een kameel/bok geschoten (door hem)."			%	Loois	1074
1347	"Hij heeft een stomme kameel/bok geschoten."			%	Loois	1074
1348	"Hij heeft een dure kameel/bok geschoten."			%	Loois	1074
1349	"Vorige week heeft mijn broer weer een kameel/bok geschoten op het werk, en gisteren heb ik mijn kameel/bok geschoten."			*	Loois	1074
1350	"Ik heb zoveel stomme dingen gedaan gisteren. Thuis, op het werk, het maakt niet uit. Ik heb iedere kameel/bok geschoten."			*	Loois	1074
1351	"Amai, een kameel/bok heeft hij zeker (weer) geschoten."			%	Loois	1074
1352	"Ik ga wel de preek afsteken."			*	Loois	1075
1353	"We zijn zo kwaad op ons kind. Gisteren moest mijn vrouw ne preek afsteken, en vandaag moet ik die preek afsteken."			*	Loois	1075
1354	"Er is/werd ne preek afgestoken (door hem)."			*	Loois	1075
1355	"Ik ga ne lange preek afsteken."			*	Loois	1075
1356	"Ik ga ne boze preek afsteken."			*	Loois	1075
1357	"We zijn zo kwaad op ons kind. Gisteren moest mijn vrouw ne preek afsteken, en vandaag moet ik mijn preek afsteken."			%	Loois	1075
1358	"Ons kind is echt niet zo braaf. Thuis, op school, in de speeltuin, het maakt niet uit. We moeten ieder(e) preek afsteken."			*	Loois	1075
1359	"Amai, ne preek ga ik zeker afsteken."			*	Loois	1075
1360	"Typisch. Hij wil altijd de patat meesteken."			*	Loois	1079
1361	"Vorig jaar heeft mijn vader een patat meegestoken. Maar dit jaar ga ik die patat meesteken."			%	Loois	1079
1362	"Er is/werd een patat meegestoken."			*	Loois	1079
1363	"Hij heeft een belangrijke patat meegestoken."			%	Loois	1079
1364	"Vorig jaar heeft mijn vader een patat meegestoken. Maar dit jaar ga ik mijn patat meesteken."			%	Loois	1079
1365	"Het maakt niet uit wat de situatie is. Hij wil ieder(e) patat meesteken."			%	Loois	1079
1366	"Amai, een patat heeft hij zeker meegestoken."			%	Loois	1079
1367	"Ik dacht dat mijn broer een zaag kon spannen, maar zijn vrouw spant de zaag nog veel meer/erger."			%	Loois	1081
1368	"Ik dacht dat mijn broer een zaag kon spannen, maar zijn vrouw spant die zaag nog veel meer/erger."			*	Loois	1081
1369	"Een zaag wordt/is gespannen (door haar)."			*	Loois	1081
1370	"Hij kan een saaie zaag spannen."			%	Loois	1081
1371	"Hij kan een metalen zaag spannen."			*	Loois	1081
1372	"Ik dacht dat mijn broer een zaag kon spannen, maar zijn vrouw spant haar zaag nog veel meer/erger."			*	Loois	1081
1373	"Wanneer ze moet werken, wanneer ze op café is: die vrouw spant echt elke/iedere zaag."			*	Loois	1081
1374	"Ik vond die lezing zo lang en saai. Een zaag kan die politica zeker spannen."			*	Loois	1081
1375	"Telkens als we uitgaan, krijgt Piet een perzik, maar gisteren kreeg ik de perzik."			%	Loois	1082
1376	"Telkens als we uitgaan, krijgt Piet een perzik, maar gisteren kreeg ik die perzik."			%	Loois	1082
1377	"Een perzik is/werd gegeven/gekregen (door hem)."			*	Loois	1082
1378	"Hij heeft een pijnlijke perzik gegeven/gekregen."			%	Loois	1082
1379	"Hij heeft een sappige perzik gegeven/gekregen."			*	Loois	1082
1380	"Telkens als we uitgaan, krijgt Piet een perzik, maar gisteren kreeg ik mijn perzik."			*	Loois	1082
1381	"Gisteren waren er 10 jongens die Piet een perzik wilden geven, en hij kreeg ook elke/iedere perzik."			*	Loois	1082
1382	"Amai, een perzik heb ik zeker gegeven/gekregen."			%	Loois	1082
1383	"Je moet een oude kapel versieren."			ok	Loois	1086
1384	"Een oude kapel moet versierd zijn."			ok	Loois	1086
1385	"Een oude kapel moest versierd worden."			*	Loois	1086
1386	"Hij gaat zijn kak (worden) inhouden."			ok	Loois	1113
1387	"Hij moet zijn kak (worden) inhouden."			%	Loois	1113
1388	"Hij kan zijn kak (worden) inhouden."			%	Loois	1113
1389	"Hij wil zijn kak (worden) inhouden."			%	Loois	1113
1390	"Hij zou zijn kak (worden) inhouden."			*	Loois	1113
1391	"Hij zal zijn kak zijn inhouden."			%	Loois	1113
1392	"Hij zal zijn kak inhouden."			ok	Loois	1113
1393	"Zijn kak zal ingehouden / inhouden? worden/zijn."			*	Loois	1113
1394	"Hij houdt zijn kak in."			ok	Loois	1113
1395	"Amai, zijn kak zal hij worden inhouden."			?	Loois	1113
1396	"Hij zal zijn kak worden ingehouden."			%	Loois	1113
1397	"Hij wordt zijn kak inhouden."			%	Loois	1113
1398	"Ik heb geen ogen genoeg."			ok	Loois	1116
1399	"Amai, ogen had ik zeker niet genoeg."			%	Loois	1116
1400	"Mijn vader wilt altijd de man zijn, maar mijn broer wil ook altijd die man zijn."			*	Loois	1119
1401	"Hij wil de belangrijkste man zijn."			%	Loois	1119
1402	"Hij wil altijd een man zijn."			*	Loois	1119
1403	"Hij wil de mooiste man zijn."			*	Loois	1119
1404	"Mijn vader wil altijd de man zijn, maar mijn broer wil ook altijd zijn man zijn."			*	Loois	1119
1405	"Thuis, op het werk, op café, het maakt niet uit. Mijn vader wil iedere man zijn."			*	Loois	1119
1406	"Amai, de man wil hij zeker altijd zijn."			*	Loois	1119
1407	"Ik mag mijn draai niet krijgen."			*	Loois	1127
1408	"Ik wil mijn draai hier vinden."			*	Loois	1127
1409	"Hij zou zijn draai niet krijgen."			%	Loois	1127
1410	"Ik ga/zal mijn draai niet krijgen."			%	Loois	1127
1411	"Ik krijg mijn draai niet."			%	Loois	1127
1412	"Mijn draai is niet gekregen (door mij)."			%	Loois	1127
1413	"Amai, mijn draai kan ik zeker niet krijgen."			*	Loois	1127
1414	"Hij zal met de kiekes gaan slapen."			%	Loois	1129
1415	"Er is/werd met de kiekes geslapen."			%	Loois	1129
1416	"Hij slaapt met de kiekes."			*	Loois	1129
1417	"Amai, met de kiekes gaat hij elke dag slapen."			*	Loois	1129
1418	"Hij is met de kiekes gaan slapen."			ok	Loois	1129
1419	"Van God zijn hand geslagen zijn."			*	Loois	1133
1420	"Van Gods hand geslagen zijn."			%	Loois	1133
1421	"De hand van God heeft hem geslagen."			*	Loois	1133
1422	"Hij werd van de hand van God geslagen."			*	Loois	1133
1423	"Ja, amai, van de hand van God is hij zeker geslagen!"			*	Loois	1133
1424	"Hij is niet op zijn bek gevallen geweest."			%	Loois	1146
1425	"Hij viel niet op zijn bek."			%	Loois	1146
1426	"Amai, op zijn bek is hij zeker niet gevallen."			%	Loois	1146
1427	"Er werd in zijn gat gebeten."			%	Loois	1152
1428	"Hij is in zijn gat gebeten."			ok	Loois	1152
1429	"Ze hebben in zijn gat gebeten gehad."			%	Loois	1152
1430	"Ze beten in zijn gat."			%	Loois	1152
1431	"Amai, in zijn gat hebben ze zeker gebeten."			%	Loois	1152
1432	"Hij geeft altijd tegen/onder zijn gat."			ok	Loois	1155
1433	"Amai, onder/tegen het gat geeft hij zeker altijd."			*	Loois	1155
1434	"Ik ga wat minder op de nek van Jan zitten."			%	Loois	1179
1435	"Ik ga wat minder op Jan's nek zitten."			%	Loois	1179
1436	"Ik geef toe dat ik vaak in de rug schiet."			%	Loois	1188
